city,lat,lng,country,admin_name,similarity
bryan,30.665,-96.3807,United States,Texas,0.2252791601765568
bryan,41.4706,-84.5483,United States,Ohio,0.2252791601765568
alvin,29.3872,-95.2938,United States,Texas,0.22270286376818071
lysander,43.1799,-76.3745,United States,New York,0.2221239625252449
ivanhoe,-32.8983,144.3,Australia,New South Wales,0.22095799401306004
forbes,-33.3817,148.0011,Australia,New South Wales,0.21912903574401077
doorn,52.0333,5.35,Netherlands,Utrecht,0.2174839170084657
miramar,25.9773,-80.3351,United States,Florida,0.21654403607609052
miramar,22.3375,-97.8694,Mexico,Tamaulipas,0.21654403607609052
miramar,-38.2667,-57.8333,Argentina,Buenos Aires,0.21654403607609052
police,53.5333,14.5667,Poland,Zachodniopomorskie,0.2124888172894328
tobe,33.7492,132.7922,Japan,Ehime,0.21121075876516282
gland,46.42,6.27,Switzerland,Vaud,0.2071018979279584
prado,-17.3408,-39.2208,Brazil,Bahia,0.20202396329610672
bellevue,44.4592,-87.955,United States,Wisconsin,0.2012224779622871
bellevue,47.5951,-122.1535,United States,Washington,0.2012224779622871
bellevue,48.871,2.385,France,Île-de-France,0.2012224779622871
bellevue,41.1485,-95.939,United States,Nebraska,0.2012224779622871
kinross,-26.4167,29.0833,South Africa,Mpumalanga,0.20081270507555504
bristol,40.1216,-74.8667,United States,Pennsylvania,0.20068576234839053
bristol,36.6181,-82.1604,United States,Virginia,0.20068576234839053
bristol,51.4536,-2.5975,United Kingdom,"Bristol, City of",0.20068576234839053
bristol,41.6827,-71.2694,United States,Rhode Island,0.20068576234839053
bristol,36.5572,-82.2154,United States,Tennessee,0.20068576234839053
bristol,41.6812,-72.9407,United States,Connecticut,0.20068576234839053
geneva,46.2017,6.1469,Switzerland,Genève,0.20057564476726408
geneva,41.8833,-88.3242,United States,Illinois,0.20057564476726408
geneva,42.8645,-76.9826,United States,New York,0.20057564476726408
pushing,38.1833,69.4333,Tajikistan,Khatlon,0.20043506663908361
estelle,29.8447,-90.1021,United States,Louisiana,0.19984632233560096
mecca,21.4225,39.8233,Saudi Arabia,Makkah al Mukarramah,0.1984529785570328
navarre,30.4174,-86.8907,United States,Florida,0.19735269507326647
kikuchi,32.9833,130.8167,Japan,Kumamoto,0.1971972266007329
marion,40.5497,-85.6604,United States,Indiana,0.19715838987337841
marion,37.7345,-88.942,United States,Illinois,0.19715838987337841
marion,35.2035,-90.2059,United States,Arkansas,0.19715838987337841
marion,42.0451,-91.585,United States,Iowa,0.19715838987337841
marion,40.5973,-83.1227,United States,Ohio,0.19715838987337841
belmont,42.396,-71.1795,United States,Massachusetts,0.19714388577876474
belmont,37.5154,-122.2953,United States,California,0.19714388577876474
belmont,39.0622,-77.4985,United States,Virginia,0.19714388577876474
belmont,35.2212,-81.0401,United States,North Carolina,0.19714388577876474
hilo,19.6883,-155.0863,United States,Hawaii,0.19645977674572412
hawthorne,40.9579,-74.1582,United States,New Jersey,0.1957884941590292
hawthorne,33.9147,-118.3476,United States,California,0.1957884941590292
eldorado,-23.7869,-54.2839,Brazil,Mato Grosso do Sul,0.19543823390909587
eldorado,-24.52,-48.1081,Brazil,São Paulo,0.19543823390909587
eldorado,-26.4,-54.6333,Argentina,Misiones,0.19543823390909587
antofagasta,-23.65,-70.4,Chile,Antofagasta,0.1931736588063182
brixton,51.4575,-0.1175,United Kingdom,Lambeth,0.19043160325122166
sona,45.4333,10.8333,Italy,Veneto,0.1899337020373365
yauco,18.0344,-66.8615,Puerto Rico,Puerto Rico,0.18967066039706748
coronado,32.6649,-117.1604,United States,California,0.18848724413637197
euclid,41.5903,-81.5188,United States,Ohio,0.188292058125751
greenfield,42.9619,-88.0052,United States,Wisconsin,0.18821853037572733
greenfield,39.7937,-85.7738,United States,Indiana,0.18821853037572733
greenfield,36.3242,-121.2428,United States,California,0.18821853037572733
ama,35.2004,136.7832,Japan,Aichi,0.18740036386092196
albany,42.6664,-73.7987,United States,New York,0.1873305680002868
albany,44.6272,-123.0965,United States,Oregon,0.1873305680002868
albany,-35.0228,117.8814,Australia,Western Australia,0.1873305680002868
albany,37.8897,-122.3018,United States,California,0.1873305680002868
albany,31.5776,-84.1762,United States,Georgia,0.1873305680002868
buckley,53.172,-3.086,United Kingdom,Flintshire,0.18717498911768438
monterey,36.5919,-121.8808,United States,California,0.18668302214978383
tota,6.8,1.7833,Benin,Couffo,0.1853627665073585
utica,43.0962,-75.2261,United States,New York,0.18498187404713695
havana,23.1367,-82.3589,Cuba,La Habana,0.18445162005936588
essex,42.0833,-82.9,Canada,Ontario,0.18395175020306032
essex,39.3021,-76.4449,United States,Maryland,0.18395175020306032
essex,44.5196,-73.0656,United States,Vermont,0.18395175020306032
brand,50.7489,6.165,Germany,North Rhine-Westphalia,0.18329053974505072
santiago,19.4572,-70.6889,Dominican Republic,Cibao Norte,0.18313932622143347
santiago,25.4333,-100.1333,Mexico,Nuevo León,0.18313932622143347
santiago,-14.1892,-75.7126,Peru,Ica,0.18313932622143347
santiago,9.2654,125.5602,Philippines,Agusan del Norte,0.18313932622143347
santiago,9.8291,-84.3044,Costa Rica,San José,0.18313932622143347
santiago,-33.4372,-70.6506,Chile,Región Metropolitana,0.18313932622143347
santiago,8.1004,-80.9833,Panama,Veraguas,0.18313932622143347
santiago,16.6833,121.55,Philippines,Santiago,0.18313932622143347
santiago,17.2947,120.4453,Philippines,Ilocos Sur,0.18313932622143347
santiago,-29.1919,-54.8669,Brazil,Rio Grande do Sul,0.18313932622143347
elon,36.1016,-79.5086,United States,North Carolina,0.18302525330571617
orinda,37.8808,-122.179,United States,California,0.18298897235891776
fountain,38.6886,-104.6829,United States,Colorado,0.1827688844439097
chatham,39.6733,-89.6934,United States,Illinois,0.18213398878374687
chatham,40.7274,-74.4289,United States,New Jersey,0.18213398878374687
chatham,42.4229,-82.1324,Canada,Ontario,0.18213398878374687
chatham,51.37,0.52,United Kingdom,Medway,0.18213398878374687
clemson,34.6837,-82.8124,United States,South Carolina,0.18148253922297397
madison,40.7586,-74.4169,United States,New Jersey,0.18130934792430842
madison,43.0822,-89.393,United States,Wisconsin,0.18130934792430842
madison,41.3398,-72.6278,United States,Connecticut,0.18130934792430842
madison,34.7114,-86.7626,United States,Alabama,0.18130934792430842
madison,38.7581,-85.3973,United States,Indiana,0.18130934792430842
madison,32.4738,-90.13,United States,Mississippi,0.18130934792430842
matsushima,38.3802,141.0673,Japan,Miyagi,0.1809892561296942
atchison,39.5625,-95.1367,United States,Kansas,0.18033553190093488
panorama,-21.3564,-51.86,Brazil,São Paulo,0.17990418863283386
winona,44.0505,-91.6684,United States,Minnesota,0.17939017375817579
littleton,42.535,-71.4891,United States,Massachusetts,0.1785313378578368
littleton,39.5915,-105.0188,United States,Colorado,0.1785313378578368
isa,32.0572,130.6131,Japan,Kagoshima,0.17845552889467953
lint,51.1167,4.4833,Belgium,Flanders,0.1777793170528803
bonham,33.588,-96.1901,United States,Texas,0.17772497390917175
bayonne,40.6668,-74.1158,United States,New Jersey,0.17638443785338842
bayonne,43.49,-1.48,France,Nouvelle-Aquitaine,0.17638443785338842
winslow,39.7027,-74.9029,United States,New Jersey,0.1752329725828624
winslow,35.0243,-110.7095,United States,Arizona,0.1752329725828624
hammond,30.5061,-90.4563,United States,Louisiana,0.17366712259401562
hammond,41.6168,-87.4909,United States,Indiana,0.17366712259401562
granada,6.147,-75.188,Colombia,Antioquia,0.17335022392234545
granada,4.5186,-74.3514,Colombia,Cundinamarca,0.17335022392234545
granada,37.1781,-3.6008,Spain,Andalusia,0.17335022392234545
granada,11.9347,-85.9589,Nicaragua,Granada,0.17335022392234545
lancing,50.832,-0.319,United Kingdom,West Sussex,0.17319277360337126
stanton,33.8003,-117.9935,United States,California,0.17287996608095446
marlow,51.57,-0.78,United Kingdom,Buckinghamshire,0.17280488725635212
firestone,40.1565,-104.9494,United States,Colorado,0.17176449009794026
derry,40.2709,-76.6561,United States,Pennsylvania,0.16977353096483316
derry,42.8888,-71.2804,United States,New Hampshire,0.16977353096483316
derry,54.9917,-7.3417,United Kingdom,Derry and Strabane,0.16977353096483316
highbury,51.552,-0.097,United Kingdom,Islington,0.1692831674134958
ino,33.5487,133.4278,Japan,Kōchi,0.16867238848844457
taki,34.4961,136.5462,Japan,Mie,0.16844005389087413
bingham,52.952,-0.953,United Kingdom,Nottinghamshire,0.16736974060450616
lobo,13.65,121.25,Philippines,Batangas,0.16546438626185522
iona,26.516,-81.9601,United States,Florida,0.16416684105711932
hazleton,40.9505,-75.9725,United States,Pennsylvania,0.16291861212353798
leon,10.7808,122.3894,Philippines,Iloilo,0.16234747192702415
sudbury,42.3847,-71.4234,United States,Massachusetts,0.16117999370078362
sudbury,51.5537,-0.3199,United Kingdom,Ealing,0.16117999370078362
sudbury,46.49,-81.01,Canada,Ontario,0.16117999370078362
sudbury,52.0417,0.7282,United Kingdom,Suffolk,0.16117999370078362
norwich,52.6286,1.2928,United Kingdom,Norfolk,0.15844181639603372
norwich,42.9833,-80.6,Canada,Ontario,0.15844181639603372
norwich,41.5495,-72.0882,United States,Connecticut,0.15844181639603372
dekalb,41.9314,-88.7481,United States,Illinois,0.15759394887004785
oslo,59.9133,10.7389,Norway,Oslo,0.156944356139044
moline,41.4821,-90.492,United States,Illinois,0.15684822583513003
dryden,42.4786,-76.3564,United States,New York,0.1566973944274983
austin,43.6721,-92.9784,United States,Minnesota,0.1552022399241667
austin,30.3005,-97.7522,United States,Texas,0.1552022399241667
lice,38.45,40.65,Turkey,Diyarbakır,0.15489836068610408
freeport,10.45,-61.4167,Trinidad and Tobago,Couva/Tabaquite/Talparo,0.15477361683522417
freeport,28.9453,-95.3601,United States,Texas,0.15477361683522417
freeport,42.2891,-89.6346,United States,Illinois,0.15477361683522417
freeport,43.8556,-70.1009,United States,Maine,0.15477361683522417
freeport,40.6515,-73.585,United States,New York,0.15477361683522417
shirley,51.3813,-0.0543,United Kingdom,Croydon,0.15398266954675355
shirley,40.7936,-72.8748,United States,New York,0.15398266954675355
beijing,39.904,116.4075,China,Beijing,0.15355216664503368
toro,4.6117,-76.0814,Colombia,Valle del Cauca,0.15291522810068736
toro,41.52,-5.3947,Spain,Castille-Leon,0.15291522810068736
una,-15.2928,-39.075,Brazil,Bahia,0.1526639790289872
una,20.82,71.03,India,Gujarāt,0.1526639790289872
opera,45.3833,9.2167,Italy,Lombardy,0.1522295745209824
beatrice,40.2736,-96.7455,United States,Nebraska,0.15209053496621938
maynard,42.4264,-71.4561,United States,Massachusetts,0.15153826826456973
erin,43.7667,-80.0667,Canada,Ontario,0.15066974484201567
laredo,27.5625,-99.4874,United States,Texas,0.15054413672034683
laredo,43.4144,-3.41,Spain,Cantabria,0.15054413672034683
medford,42.4234,-71.1087,United States,Massachusetts,0.1499454844910546
medford,40.822,-72.9859,United States,New York,0.1499454844910546
medford,39.8639,-74.8231,United States,New Jersey,0.1499454844910546
medford,42.3372,-122.854,United States,Oregon,0.1499454844910546
celebration,28.3102,-81.551,United States,Florida,0.1498181259507867
greece,43.246,-77.6988,United States,New York,0.1494847716904073
crystal,45.0377,-93.3599,United States,Minnesota,0.1492134752502351
takahashi,34.7914,133.6164,Japan,Okayama,0.14913404927780316
radcliffe,53.5615,-2.3268,United Kingdom,Bury,0.14896024133781016
cali,3.4206,-76.5222,Colombia,Valle del Cauca,0.14891280323798672
mol,51.1833,5.1167,Belgium,Flanders,0.1486765078312311
rogers,45.1865,-93.5783,United States,Minnesota,0.14857634962886035
rogers,36.317,-94.1531,United States,Arkansas,0.14857634962886035
richfield,43.2372,-88.2413,United States,Wisconsin,0.1476838852635307
richfield,44.8763,-93.2829,United States,Minnesota,0.1476838852635307
newport,51.5886,-2.9978,United Kingdom,Newport,0.14752718874426995
newport,50.701,-1.2883,United Kingdom,Isle of Wight,0.14752718874426995
newport,41.4801,-71.3203,United States,Rhode Island,0.14752718874426995
newport,39.0856,-84.4868,United States,Kentucky,0.14752718874426995
newport,52.7691,-2.3787,United Kingdom,Telford and Wrekin,0.14752718874426995
newport,44.6242,-124.0513,United States,Oregon,0.14752718874426995
proserpine,-20.4016,148.5808,Australia,Queensland,0.14720279895691057
gay,51.4167,58.4833,Russia,Orenburgskaya Oblast’,0.14591014851329442
dorado,18.4657,-66.2726,Puerto Rico,Puerto Rico,0.14510018702909255
inza,53.85,46.35,Russia,Ul’yanovskaya Oblast’,0.14474819924533977
brentwood,40.7839,-73.2522,United States,New York,0.14415146650466037
brentwood,35.9918,-86.7758,United States,Tennessee,0.14415146650466037
brentwood,40.3734,-79.9757,United States,Pennsylvania,0.14415146650466037
brentwood,51.62,0.305,United Kingdom,Essex,0.14415146650466037
brentwood,37.9356,-121.719,United States,California,0.14415146650466037
tucson,32.1541,-110.8787,United States,Arizona,0.14361230707420347
westmont,39.9082,-75.0551,United States,New Jersey,0.1432243212093265
westmont,33.9417,-118.3018,United States,California,0.1432243212093265
westmont,41.7948,-87.9742,United States,Illinois,0.1432243212093265
seriate,45.6847,9.7178,Italy,Lombardy,0.14290190048540574
kilmarnock,55.6111,-4.4957,United Kingdom,East Ayrshire,0.14065962414388422
redding,40.5698,-122.365,United States,California,0.14002207162980485
redding,41.305,-73.3915,United States,Connecticut,0.14002207162980485
montoro,38.0167,-4.3833,Spain,Andalusia,0.13980044329734675
altoona,41.6483,-93.4783,United States,Iowa,0.13941784029589877
altoona,40.5082,-78.4007,United States,Pennsylvania,0.13941784029589877
mcpherson,38.3714,-97.6605,United States,Kansas,0.13891596708805498
cabot,34.9766,-92.0274,United States,Arkansas,0.13860435007581495
asau,-13.5194,-172.6372,Samoa,Vaisigano,0.1382016637280945
cairns,-16.92,145.78,Australia,Queensland,0.13800163105787477
kalispell,48.2153,-114.3274,United States,Montana,0.13776318656035724
laren,52.25,5.2333,Netherlands,Noord-Holland,0.1376978429863953
corning,42.147,-77.0561,United States,New York,0.13669500655689282
borne,52.3,6.75,Netherlands,Overijssel,0.13663723564995744
borne,25.5431,86.6999,India,Bihār,0.13663723564995744
minto,43.9167,-80.8667,Canada,Ontario,0.13639715661757068
ramsey,41.0595,-74.1454,United States,New Jersey,0.13557083721366348
ramsey,45.2617,-93.4494,United States,Minnesota,0.13557083721366348
hobart,-42.8806,147.325,Australia,Tasmania,0.135380894132631
hobart,41.514,-87.2729,United States,Indiana,0.135380894132631
hobart,44.4967,-88.1602,United States,Wisconsin,0.135380894132631
buy,58.4833,41.5333,Russia,Kostromskaya Oblast’,0.13533821282989678
norco,33.9252,-117.5498,United States,California,0.1349605194300636
avon,39.7601,-86.3916,United States,Indiana,0.13488745399691293
avon,41.7907,-72.8538,United States,Connecticut,0.13488745399691293
avon,48.4089,2.725,France,Île-de-France,0.13488745399691293
avon,41.4485,-82.0187,United States,Ohio,0.13488745399691293
seneca,34.6818,-82.96,United States,South Carolina,0.13438142621625127
gent,51.0536,3.7253,Belgium,Flanders,0.13423527524438827
beacon,41.5036,-73.9655,United States,New York,0.13418653931333124
brewster,41.7463,-70.0676,United States,Massachusetts,0.1339168023305667
lakewood,39.6977,-105.1172,United States,Colorado,0.133214410397825
lakewood,33.8471,-118.1222,United States,California,0.133214410397825
lakewood,41.4822,-81.8008,United States,Ohio,0.133214410397825
lakewood,40.0763,-74.2031,United States,New Jersey,0.133214410397825
lakewood,47.1628,-122.5299,United States,Washington,0.133214410397825
greenacres,26.627,-80.1371,United States,Florida,0.13321057983070816
donegal,54.654,-8.11,Ireland,Donegal,0.13315150175811508
oral,51.2225,51.3725,Kazakhstan,,0.1325162425215345
peto,20.1256,-88.9214,Mexico,Yucatán,0.1318045738072905
hillcrest,35.379,-118.9578,United States,California,0.13102778817311422
hillcrest,41.1298,-74.035,United States,New York,0.13102778817311422
holden,42.3561,-71.8608,United States,Massachusetts,0.13046481135310295
wayne,42.2774,-83.3877,United States,Michigan,0.13020465187409447
wayne,40.9481,-74.2453,United States,New Jersey,0.13020465187409447
corona,33.8616,-117.5649,United States,California,0.13016522244618522
stains,48.95,2.3833,France,Île-de-France,0.12956761577997888
fremont,41.4395,-96.4873,United States,Nebraska,0.12884193857363235
fremont,41.3535,-83.1147,United States,Ohio,0.12884193857363235
fremont,37.5265,-121.9843,United States,California,0.12884193857363235
glasgow,39.6015,-75.7473,United States,Delaware,0.1283957386723401
glasgow,55.8611,-4.25,United Kingdom,Glasgow City,0.1283957386723401
glasgow,37.0048,-85.9263,United States,Kentucky,0.1283957386723401
gil,30.8469,75.8636,India,Punjab,0.12812085253986494
anthony,32.0131,-106.5984,United States,New Mexico,0.12770958781062358
lye,52.459,-2.116,United Kingdom,Dudley,0.12740246177522008
apac,1.985,32.535,Uganda,Apac,0.12735293891145116
roanoke,37.2785,-79.9581,United States,Virginia,0.12710876150782124
roanoke,33.0144,-97.2276,United States,Texas,0.12710876150782124
farnham,51.215,-0.799,United Kingdom,Surrey,0.12684814220146412
swansea,41.7571,-71.212,United States,Massachusetts,0.12651239485419064
swansea,38.5507,-89.9858,United States,Illinois,0.12651239485419064
gonzalez,30.5822,-87.2906,United States,Florida,0.12443138226884032
irvine,55.6201,-4.6614,United Kingdom,North Ayrshire,0.1243013126166892
irvine,33.6772,-117.7738,United States,California,0.1243013126166892
blyth,55.126,-1.514,United Kingdom,Northumberland,0.12364631072558585
eastmont,47.8968,-122.1818,United States,Washington,0.1232617900844194
commerce,33.9963,-118.1519,United States,California,0.1230251293707435
commerce,33.2421,-95.8992,United States,Texas,0.1230251293707435
hem,50.6553,3.1878,France,Hauts-de-France,0.12205063096161695
jasper,38.3933,-86.9402,United States,Indiana,0.12106410720218086
jasper,33.8508,-87.271,United States,Alabama,0.12106410720218086
warwick,40.1558,-76.2799,United States,Pennsylvania,0.1206892737627957
warwick,41.7062,-71.4334,United States,Rhode Island,0.1206892737627957
warwick,-28.2152,152.0352,Australia,Queensland,0.1206892737627957
warwick,52.28,-1.59,United Kingdom,Warwickshire,0.1206892737627957
warwick,40.2503,-75.0818,United States,Pennsylvania,0.1206892737627957
warwick,41.2597,-74.3614,United States,New York,0.1206892737627957
sofia,42.7,23.33,Bulgaria,Sofia-Grad,0.12050645494910595
westmount,45.4833,-73.6,Canada,Quebec,0.12003502426538537
homestead,25.4665,-80.4472,United States,Florida,0.11991004991910359
mansfield,42.0163,-71.2187,United States,Massachusetts,0.1196721052523313
mansfield,40.7656,-82.5275,United States,Ohio,0.1196721052523313
mansfield,40.0853,-74.7149,United States,New Jersey,0.1196721052523313
mansfield,32.569,-97.1213,United States,Texas,0.1196721052523313
mansfield,41.7892,-72.2287,United States,Connecticut,0.1196721052523313
mansfield,53.1444,-1.1964,United Kingdom,Nottinghamshire,0.1196721052523313
sanford,35.4875,-79.177,United States,North Carolina,0.11939960635678104
sanford,28.7891,-81.2757,United States,Florida,0.11939960635678104
sanford,43.4244,-70.7573,United States,Maine,0.11939960635678104
winfield,41.8787,-88.1507,United States,Illinois,0.1192803705386345
winfield,37.274,-96.95,United States,Kansas,0.1192803705386345
meridian,43.6116,-116.3977,United States,Idaho,0.11788227869419465
meridian,32.3846,-88.6896,United States,Mississippi,0.11788227869419465
lian,14.0333,120.65,Philippines,Batangas,0.11691133878680349
astoria,46.1856,-123.8053,United States,Oregon,0.11668774952178018
vera,-29.4667,-60.2167,Argentina,Santa Fe,0.11592699007186691
vera,37.25,-1.8667,Spain,Andalusia,0.11592699007186691
fresno,29.5357,-95.4696,United States,Texas,0.11467490273855518
fresno,36.783,-119.7939,United States,California,0.11467490273855518
fresno,5.1556,-75.0403,Colombia,Tolima,0.11467490273855518
hillsborough,37.5572,-122.3586,United States,California,0.1144960818951416
hillsborough,40.4985,-74.674,United States,New Jersey,0.1144960818951416
hillsborough,36.0679,-79.0991,United States,North Carolina,0.1144960818951416
hillsborough,40.5069,-74.6523,United States,New Jersey,0.1144960818951416
tyre,33.2708,35.1961,Lebanon,Liban-Sud,0.11443378094583012
stockholm,59.3294,18.0686,Sweden,Stockholm,0.1121853506626801
brandon,52.4474,0.6242,United Kingdom,Suffolk,0.11213907270308288
brandon,43.5928,-96.5799,United States,South Dakota,0.11213907270308288
brandon,32.2778,-89.9896,United States,Mississippi,0.11213907270308288
brandon,49.8483,-99.95,Canada,Manitoba,0.11213907270308288
brandon,27.9367,-82.3,United States,Florida,0.11213907270308288
mississauga,43.6,-79.65,Canada,Ontario,0.11045834387535303
valle,-2.95,-78.9833,Ecuador,Azuay,0.11030829431559985
delaware,40.2851,-83.0741,United States,Ohio,0.11002383900201829
norilsk,69.3333,88.2167,Russia,Krasnoyarskiy Kray,0.10997680506336116
longreach,-23.4422,144.2491,Australia,Queensland,0.10931869814165762
burton,42.9974,-83.6175,United States,Michigan,0.10882816744446677
moss,59.4592,10.7008,Norway,Viken,0.10833258483920116
chandler,33.2825,-111.8514,United States,Arizona,0.10829609421677355
milford,42.8178,-71.6736,United States,New Hampshire,0.10741945536457198
milford,40.4291,-75.4153,United States,Pennsylvania,0.10741945536457198
milford,42.1565,-71.5188,United States,Massachusetts,0.10741945536457198
milford,38.9091,-75.4227,United States,Delaware,0.10741945536457198
upland,34.1178,-117.6604,United States,California,0.10711983949377257
ewing,40.265,-74.8006,United States,New Jersey,0.10706296018597328
pullman,46.7336,-117.168,United States,Washington,0.10695969057127908
dayton,39.2592,-119.5653,United States,Nevada,0.10643352342678691
dayton,39.7805,-84.2003,United States,Ohio,0.10643352342678691
dayton,30.0315,-94.9158,United States,Texas,0.10643352342678691
chili,43.0845,-77.7541,United States,New York,0.10619304802536789
naas,53.2158,-6.6669,Ireland,Kildare,0.10617169841535423
aston,39.8719,-75.4349,United States,Pennsylvania,0.10583711190837475
greenwich,41.0665,-73.6368,United States,Connecticut,0.10537651475239018
tak,16.8711,99.125,Thailand,Tak,0.10484246494044558
tilbury,51.4606,0.3582,United Kingdom,Thurrock,0.10476807801806054
maur,47.3417,8.6703,Switzerland,Zürich,0.10473716973711322
maur,30.0833,75.25,India,Punjab,0.10473716973711322
converse,29.5091,-98.3084,United States,Texas,0.10379687171814289
hartford,43.6644,-72.3865,United States,Vermont,0.10358496465372391
hartford,43.3223,-88.3784,United States,Wisconsin,0.10358496465372391
hartford,41.7661,-72.6834,United States,Connecticut,0.10358496465372391
napier,-39.4903,176.9178,New Zealand,Hawke’s Bay,0.10339457183899903
hatton,6.8897,80.5981,Sri Lanka,Central,0.10335889789323116
laval,48.0733,-0.7689,France,Pays de la Loire,0.10298626728453208
laval,45.5833,-73.75,Canada,Quebec,0.10298626728453208
prichard,30.7735,-88.1301,United States,Alabama,0.10296815329518028
dora,22.1221,88.6143,India,West Bengal,0.10272235941268959
jackson,32.3157,-90.2125,United States,Mississippi,0.10221333912719599
jackson,42.2431,-84.4038,United States,Michigan,0.10221333912719599
jackson,37.3792,-89.6522,United States,Missouri,0.10221333912719599
jackson,35.6538,-88.8354,United States,Tennessee,0.10221333912719599
jackson,40.098,-74.3578,United States,New Jersey,0.10221333912719599
jackson,39.9057,-76.8796,United States,Pennsylvania,0.10221333912719599
jackson,43.472,-110.7746,United States,Wyoming,0.10221333912719599
jackson,40.3774,-76.3142,United States,Pennsylvania,0.10221333912719599
livingstone,-17.85,25.8667,Zambia,Southern,0.10213323776522265
wilmot,43.4,-80.65,Canada,Ontario,0.10171023065320861
arnold,38.4297,-90.3733,United States,Missouri,0.10166565710906916
arnold,39.0437,-76.4974,United States,Maryland,0.10166565710906916
arnold,53.005,-1.127,United Kingdom,Nottinghamshire,0.10166565710906916
macarthur,10.8356,124.9964,Philippines,Leyte,0.1014373677517535
evergreen,39.6349,-105.3356,United States,Colorado,0.10131986437168661
thornton,53.7898,-1.8504,United Kingdom,Bradford,0.10112853381747555
thornton,39.9197,-104.9438,United States,Colorado,0.10112853381747555
andrews,32.3207,-102.552,United States,Texas,0.10077788846541824
fontaine,45.1939,5.6856,France,Auvergne-Rhône-Alpes,0.10067445673715825
caldwell,43.6453,-116.6594,United States,Idaho,0.10061679748616648
caldwell,40.8389,-74.2776,United States,New Jersey,0.10061679748616648
brake,53.3333,8.4833,Germany,Lower Saxony,0.10031376729295882
ottawa,45.4247,-75.695,Canada,Ontario,0.0995704287460818
ottawa,38.5996,-95.2636,United States,Kansas,0.0995704287460818
ottawa,41.3555,-88.8261,United States,Illinois,0.0995704287460818
edgewater,38.9373,-76.5572,United States,Maryland,0.09902351351143746
edgewater,28.9594,-80.9406,United States,Florida,0.09902351351143746
edgewater,40.8237,-73.974,United States,New Jersey,0.09902351351143746
edison,40.536,-74.3697,United States,New Jersey,0.09868641233616293
ig,45.9692,14.5394,Slovenia,Ig,0.09866520879822505
scranton,41.4044,-75.6649,United States,Pennsylvania,0.09862510275880232
loos,50.6128,3.0144,France,Hauts-de-France,0.09856735666001992
federal,-30.95,-58.8,Argentina,Entre Ríos,0.0981959243917987
veys,31.4825,48.8747,Iran,Khūzestān,0.09800612242460893
greene,39.9543,-77.5668,United States,Pennsylvania,0.09795053465806436
ilo,-17.6459,-71.3453,Peru,Moquegua,0.09778830639021241
oakville,38.4479,-90.3199,United States,Missouri,0.09761835107476424
oakville,43.45,-79.6833,Canada,Ontario,0.09761835107476424
